实体1,QID,关系,实体2,QID.1
斯福尔扎·帕拉维奇诺,Q1618919,启发,安德烈亚·萨基,Q495008
马可·里奇,Q930162,效力,安德鲁·方丹,Q4756994
佩莱格里尼,Q1358364,效力,安德鲁·方丹,Q4756994
约瑟夫·史密斯,Q476702,认识,安东尼·布朗特,表中无ID
乌尔班八世,Q131579,提拔,安东尼奥·巴贝里尼,Q599744
弗朗切斯科·莫罗西尼,Q34481,驱逐,安东尼奥·巴尔巴罗,Q711845
弗朗切斯科·巴尔贝里尼,Q2662344,兄弟,安东尼奥·巴尔贝里尼,Q599744
乌尔班八世,Q131579,叔叔,安东尼奥·巴尔贝里尼,Q599744
乌尔班八世,Q131579,任命,安东尼奥·巴尔贝里尼,Q599744
费迪南德大公,Q465178,委托,安东尼奥·巴莱斯特拉,Q386500
费迪南德大公,Q465178,赞助,安东尼奥·巴莱斯特拉,Q386500
约翰·威廉选帝侯,Q64266,委托,安东尼奥·巴莱斯特拉,Q386500
约翰·威廉选帝侯,Q64266,邀请,安东尼奥·巴勒斯特拉,Q386500
卡米洛·帕姆菲利,Q2935138,雇佣,安东尼奥·德尔·格兰德,Q3619519
卡米洛·帕姆菲利亲王,Q2935138,雇用,安东尼奥·德尔·格兰德,Q3619519
格哈德·埃瓦尔德,Q53628961,研究,安东尼奥·多梅尼科·加比亚尼,Q1083096
费迪南德大公,Q465178,赞助,安东尼奥·多梅尼克·加比亚尼,Q1083096
费迪南德大公,Q465178,派遣,安东尼奥·多梅尼克·加比亚尼,Q1083096
费迪南德大公,Q465178,聘请,安东尼奥·弗兰奇,Q602053
费迪南德大公,Q465178,委托,安东尼奥·弗兰奇,Q602053
安德里亚·梅莫,Q1052776,认识,安东尼奥·卡诺瓦,Q5547
安吉洛·奎里尼,Q536447,委托,安东尼奥·卡诺瓦,Q5547
菲利波·法尔塞蒂,Q16556042,影响,安东尼奥·卡诺瓦,Q5547
安东尼奥·卡诺瓦,Q5547,委托,安东尼奥·卡佩罗,Q15731838
乔凡尼·法拉利,Q3767219,委托,安东尼奥·卡佩罗,Q15731838
弗朗西斯科·阿尔加罗蒂,Q439081,效仿,安东尼奥·康蒂,Q2087202
弗朗西斯科·阿尔加罗蒂,Q439081,认识,安东尼奥·孔蒂,Q2087202
伊萨克·牛顿,Q935,影响,安东尼奥·孔蒂,Q2087202
马斯西米,Q3297734,委托,安东尼奥·玛丽亚·安东纳齐,Q3619823
卡尔·古斯塔夫·泰辛,Q1038496,委托,安东尼奥·玛丽亚·扎内蒂,Q944948
罗萨尔巴·卡列拉,Q237726,学习,安东尼奥·玛丽亚·扎内蒂,Q944948
唐·彼得罗·安东尼奥·托尼,Q2374666,代理,安东尼奥·玛丽亚·扎内蒂,Q944948
卡尔·古斯塔夫·泰辛,Q1038496,委托,安东尼奥·玛丽亚·扎内蒂(老),Q944948
摄政王,Q155596,委托,安东尼奥·玛丽亚·扎内蒂(老),Q944948
唐·彼得罗·安东尼奥·托尼,Q2374666,担任,安东尼奥·玛丽亚·扎内蒂(老)代理,Q944948
吉罗拉莫·扎内蒂,Q27478552,兄弟,安东尼奥·玛利亚·扎内蒂,Q944948
约瑟夫·史密斯,Q476702,认识,安东尼奥·玛利亚·扎内蒂,Q944948
约瑟夫·史密斯,Q476702,结识,安东尼奥·玛利亚·扎内蒂,Q944948
爱德华·克罗夫特·默里,Q20876083,研究,安东尼奥·维瑞奥,Q2305594
安妮女王,Q151209,授予,安东尼奥·维瑞奥,Q2305594
查尔斯二世,Q122553,聘用,安东尼奥·维瑞奥,Q2305594
克塞特勋爵五世,Q15989977,雇用,安东尼奥·维瑞奥,Q2305594
威廉三世,Q129987,雇用,安东尼奥·维瑞奥,Q2305594
马歇尔·舒伦伯格,Q70910,认识,安东尼奥·维森蒂尼,Q605690
约瑟夫·史密斯,Q476702,委托,安东尼奥·维森蒂尼,Q605690
费迪南德大公,Q465178,委托,安东尼奥·赞奇,Q605785
弗拉米尼奥·科墨,Q3746370,委托,安格利,Q378182
弗拉米尼奥·科纳,Q3746370,雇用,安格利,Q378182
皮亚泽塔,Q282670,影响,安格利,Q378182
马歇尔·舒伦伯格,Q70910,认识,安吉丽卡·格里,表中无ID
安德里亚·梅莫,Q1052776,影响,安吉洛·奎里尼,Q536447
安东尼奥·卡诺瓦,Q5547,认识,安吉洛·奎里尼,Q536447
丹尼尔·法尔塞蒂,Q55227681,认识,安吉洛·奎里尼,Q536447
多米尼科·维万特·德农,Q468618,朋友,安吉洛·奎里尼,Q536447
多米尼科·维万特·德农,Q468618,结识,安吉洛·奎里尼,Q536447
菲利波·法尔塞蒂,Q16556042,认识,安吉洛·奎里尼,Q536447
弗朗切斯科·米格里里,Q5479459,协助,安吉洛·奎里尼,Q536447
弗朗切斯科·皮拉内西,Q336028,认识,安吉洛·奎里尼,Q536447
伏尔泰,Q9068,接待,安吉洛·奎里尼,Q536447
格洛斯特公爵夫人,Q446919,拜访,安吉洛·奎里尼,Q536447
吉罗拉莫·费斯塔里,Q55227570,旅行,安吉洛·奎里尼,Q536447
贾科莫·卡萨诺瓦,Q83321,认识,安吉洛·奎里尼,Q536447
卡洛·雷佐尼科,Q133121,认识,安吉洛·奎里尼,Q536447
卡洛·洛多利,Q601642,教导,安吉洛·奎里尼,Q536447
卡洛·洛多利,Q601642,结识,安吉洛·奎里尼,Q536447
卡洛·洛多利,Q601642,影响,安吉洛·奎里尼,Q536447
罗森伯格伯爵,表中无ID,认识,安吉洛·奎里尼,Q536447
卡洛·洛多利,Q601642,启发,安吉洛·奎里尼,Q536447
马可·福斯卡里尼,Q1242215,逮捕,安吉洛·奎里尼,Q536447
汤马索·朱塞佩,Q53564852,认识,安吉洛·奎里尼,Q536447
唐·文森佐·拉迪基奥,表中无ID,秘书,安吉洛·奎里尼,Q536447
温克尔曼,Q57280,影响,安吉洛·奎里尼,Q536447
雅各布·莫雷利,Q3791431,协助,安吉洛·奎里尼,Q536447
伊西多罗·比安奇,Q3155339,协助,安吉洛·奎里尼,Q536447
朱斯蒂尼亚娜·温妮,Q466860,敬佩,安吉洛·奎里尼,Q536447
朱斯蒂尼亚娜·温妮,Q466860,结识,安吉洛·奎里尼,Q536447
詹巴蒂斯塔·帕斯夸里,表中无ID,朋友,安吉洛·奎利尼,Q536447
马歇尔·舒伦伯格,Q70910,雇佣,安吉洛·特莱维萨尼,Q536726
乌尔班八世,Q131579,任命,安吉洛·朱里,Q536015
弗朗西斯科·阿尔加罗蒂,Q439081,认识,安纳玛丽亚·加布瑞利,表中无ID
塔代奥·巴尔贝里尼,Q3817341,结婚,安娜·科隆纳,Q4766932
吉安·彼得罗·贝洛里,Q714400,研究,安尼巴尔·卡拉奇,Q7824
彼得罗·泰斯塔,Q2155480,学习,安尼巴莱·卡拉奇,表中无ID
弗朗西斯科·阿尔加罗蒂,Q439081,赞赏,安尼巴莱·卡拉奇,Q7824
乔瓦尼·博塔里,Q3107196,研究,安尼巴莱·卡拉奇,Q7824
萨索费拉托,Q1345289,模仿,安尼巴莱·卡拉奇,Q7824
乌尔班八世,Q131579,赞助,安尼巴莱·卡拉奇,Q7824
弗朗西斯科·阿尔加罗蒂,Q439081,认识,安托尼奥·马利亚·扎内蒂,Q944948
保罗·焦尔达诺,Q519364,赞助,安托尼奥·玛丽亚·安东纳齐,Q3619823
皮埃尔·克罗泽特,Q2007354,赞助,安托万·华托,Q183221
西吉斯蒙德·施特赖特,Q90687,委托,安托万·佩斯内,Q203758
西吉斯蒙德·施特赖特,Q90687,认识,安托万·佩斯内,Q203758
贾科莫·德拉·莱纳,表中无ID,通信,奥尔特斯,表中无ID
奥古斯都三世,Q53438,继承,奥古斯都二世,Q982011
加斯帕雷·迪齐亚尼,Q744250,效力,奥古斯都二世,Q982011
贝尔纳多·贝洛托,Q164688,效力,奥古斯都三世,Q53438
彼得罗·安东尼奥·罗塔里,Q1361950,效力,奥古斯都三世,Q53438
费利西塔·萨托里,Q33743656,效力,奥古斯都三世,Q53438
弗朗西斯科·阿尔加罗蒂,Q439081,服务,奥古斯都三世,Q53438
弗朗西斯科·阿尔加罗蒂,Q439081,效力,奥古斯都三世,Q53438
洛伦佐·罗西,表中无ID,代理,奥古斯都三世,Q53438
文图拉·罗西,表中无ID,代理,奥古斯都三世,Q53438
白金汉公爵,Q2736244,欢迎,奥拉齐奥·简提列斯基,Q367360
查尔斯一世,Q3044,雇用,奥拉齐奥·简提列斯基,Q367360
马尔凯塞·朱斯蒂尼亚尼,Q1396468,赞助,奥拉齐奥·真蒂莱斯基,Q367360
弗朗西斯科·阿尔加罗蒂,Q439081,认识,奥雷里奥·乐佩,Q16262732
查尔斯·德·诺耶尔,Q657169,继任,奥利瓦,Q1229189
路易十四,Q7742,宠爱,奥利瓦雷斯伯爵,Q371833
约瑟夫·史密斯,Q476702,认识,奥斯瓦尔德·塞壬,Q733791
费迪南德大公,Q465178,委托,奥塔维奥·科基,Q98686978
卡西亚诺·达尔·波佐,Q1048333,收藏,奥塔维奥·莱奥尼,Q389768
