章节,实体1,QID,关系,实体2,QID.1
第八章,费迪南德大公,Q465178,收藏,波焦·阿·卡亚诺别墅,
第八章,费迪南德大公,Q465178,居住,波焦·阿·卡亚诺别墅,
第八章,费迪南德大公,Q465178,拥有,波焦·阿·卡亚诺别墅,
第一章,朱塞佩·玛丽亚·克雷斯皮,Q528620,绘制,波焦·阿·卡亚诺展览会,
第一章,朱塞佩·玛丽亚·克雷斯皮,Q528620,描绘,波焦·阿·卡亚诺展览会,
第十章,奥古斯都二世,Q53437,成为,波兰国王,Q53437
第十章,奥古斯都三世,Q53438,成为,波兰国王,Q53437
第十章,斯坦尼斯拉斯·波尼亚托夫斯基,Q54019,成为,波兰国王,Q53437
第十章,彼得罗·安东尼奥·诺维利,Q1718478,绘制,波兰王后肖像,
第五章,尼科洛·西蒙内利,Q97072945,收藏,波利多罗·达·卡拉瓦乔作品,
第十一章,马歇尔·舒伦伯格,Q70910,认识,波利克塞娜,Q750236
第十五章,卡诺瓦,Q5547,雕刻,波伦尼侯爵雕像,
第二章,彼得罗·达·科尔托纳,Q333323,创作,波吕克塞娜的献祭,
第二章,克里斯托弗罗·朗卡利,Q1091136,创作,波马兰齐奥,Q382762
第三章,奥拉托利会,,雇佣,波美拉西奥,Q382762
第三章,枢机主教巴罗尼奥,Q317900,庇护,波美拉西奥,Q382762
第十七章,泰奥多罗·科雷尔,Q2403974,收藏,波宁顿作品,
第十一章,马歇尔·舒伦伯格,Q70910,认识,波旁家族成员,
第十一章,马歇尔·舒伦伯格,Q70910,收藏,波旁家族成员肖像画,
第十三章,詹巴蒂斯塔·阿尔布里兹,Q21748854,出版,波舒哀作品,
第十三章,皮亚泽塔,Q282670,绘制,波舒哀作品插图,
第十三章,皮亚泽塔,Q282670,绘制,波舒哀作品插图,
第十三章,阿尔布里兹,Q21748854,出版,波舒哃作品,
第十章,亨利·本廷克,Q126107,继承,波特兰勋爵,
第十章,塞巴斯蒂亚诺·里奇,Q26878812,创作,波特兰勋爵委托作品,
第十章,詹姆斯二世,Q126188,结婚,波伊斯勋爵第三任妻子,
第十章,贾科莫·阿米戈尼,Q380897,装潢,波伊斯勋爵府邸墙壁,
第十章,贾科莫·阿米戈尼,Q380897,装潢,波伊斯勋爵府邸天花板,
第三章,奥利瓦,Q1229189,任命,波佐,Q380103
第三章,蒂尔索·冈萨雷斯,Q646701,授权,波佐,Q380103
第三章,马蒂亚·德·罗西,Q2395202,协助,波佐,Q380103
第三章,萨沃伊公爵,Q610738,召回,波佐,Q380103
第十四章,弗朗西斯科·阿尔加罗蒂,Q439081,咨询,伯灵顿勋爵,Q555723（不确定）
第十一章,约瑟夫·史密斯,Q476702,认识,伯灵顿勋爵,Q555723（不确定）
第十一章,约瑟夫·史密斯,Q476702,收藏,伯灵顿勋爵建筑作品,
第十一章,约瑟夫·史密斯,Q476702,收藏,伯灵顿勋爵建筑作品,
第九章,丹尼尔四世·萨格雷多,Q3014934,参与,伯罗奔尼撒战争,
第九章,丹尼尔四世·萨格雷多,Q3014934,服役,伯罗奔尼撒战争,
第九章,弗朗切斯科·莫罗西尼,Q34481,指挥,伯罗奔尼撒战争,
第九章,弗朗切斯科·莫罗西尼,Q34481,获胜,伯罗奔尼撒战争,
第十五章,安吉洛·奎里尼,Q536447,收藏,伯纳德·皮卡特版画,
第十五章,安吉洛·奎里尼,Q536447,收藏,伯纳德·皮卡特东方风俗画,
第十一章,马歇尔·舒伦伯格,Q70910,委托,伯托斯,Q1440918
第三章,约书亚·阻止太阳,Q194402,启发,博尔戈尼奥内,Q1366347
第五章,摩德纳公爵,Q17319639,购买,博尔戈尼奥内作品,
第三章,奥拉托利会,,委托,博罗米尼,Q123150
第三章,教皇因诺森特十世,Q101266,否决,博罗米尼,Q123150
第三章,枢机主教塞瓦,Q3080894,委托,博罗米尼,Q123150
第三章,维吉里奥·斯帕达,Q52154035,雇用,博罗米尼,Q123150
第三章,因诺森特十世,Q101266,否决,博罗米尼,
第十七章,霍华德·希巴德,Q12020451,讨论,博罗米尼文献,
第16章,G.A.阿曼尼,表中无ID,往来,博洛尼亚,
第十四章,弗朗西斯科·阿尔加罗蒂,Q439081,学习,博洛尼亚,
第十四章,弗朗西斯科·阿尔加罗蒂,Q439081,居住,博洛尼亚,
第一章,格列高利十五世,Q132692,来自,博洛尼亚,
第七章,埃涅阿斯·德·卡普拉拉,Q255150,委托,博洛尼亚画家,
第五章,费兰特·卡洛,Q98111606,收藏,博洛尼亚画家作品,
第二章,马菲奥·巴尔贝里尼,Q131579,担任,博洛尼亚教皇特使,
第一章,格列高利十五世,Q132692,赞助,博洛尼亚艺术家,
第八章,吉罗拉莫·杜拉佐,表中无ID,收藏,博洛尼亚艺术家作品,
第七章,洛伦佐·帕辛内利,Q1645684,创作,博洛尼亚作品,
第七章,马克·安东尼奥·基亚里尼,Q93640385,创作,博洛尼亚作品,
第十四章,弗朗西斯科·阿尔加罗蒂,Q439081,兄弟,博诺莫,表中无ID
第十四章,弗朗西斯科·阿尔加罗蒂,Q439081,评价,博若米尼,Q123150
第十四章,弗朗西斯科·阿尔加罗蒂,Q439081,赞赏,博若米尼作品,
第十二章,国家审判官,,误解,博斯卡拉蒂的品,Q5441673
第十七章,乔治·皮萨尼,表中无ID,展示,博斯卡拉蒂政治寓言画,
第十七章,泰奥多罗·科雷尔宅邸,,成为,博物馆,
第七章,乔万·巴蒂斯塔·克雷森齐,Q1525857,设计,布恩·丽池宫,
第十章,塞巴斯蒂亚诺·里奇,Q26878812,装饰,布尔斯特罗德公园礼拜堂,
第十章,詹姆斯·布莱吉斯,Q333238,雇用,布加迪,Q18576264
第四章,加布里埃尔·诺德,Q710176,合作,布克哈特,Q3166189
第六章,古斯塔夫斯·阿多尔弗斯,Q52938,掠夺,布拉格艺术品,
第八章,贝加莫圣母圣殿堂,,建造,布拉曼特风格圣物安置所,
第十七章,保罗·焦尔达诺二世·奥尔西尼,Q21640069,头衔,布拉恰诺公爵,
第十七章,彼得罗·贝尔尼尼,Q712397,创作,布拉恰诺公爵青铜小半身像,
第十三章,安东尼奥·玛丽亚·扎内蒂(老),Q944948,收藏,布兰德作品,
第五章,奥蒂尼,旅店老板，无ID,抵债,布兰迪作品,
第十一章,西吉斯蒙德·施特赖特,Q90687,认识,布鲁诺·布鲁内利·博内蒂,Q59524453
第八章,费迪南德大公,Q465178,委托,布鲁撒索斯,Q2297219
第一章序言,弗兰西斯·哈斯克尔,Q320477,感谢,布鲁斯·鲍彻,Q83135337
第十四章,弗朗西斯科·阿尔加罗蒂,Q439081,推荐,布沙东,Q2340642
第四章,彼得罗·泰斯塔,Q2155480,创作,布翁维西家族,
第十四章,弗朗西斯科·阿尔加罗蒂,Q439081,评价,布歇,Q180932
第十章,泰辛伯爵,Q1038496,赞助,布歇,Q180932
第十五章,安吉洛·奎里尼,Q536447,建造,财富祭坛,
第六章,安东尼奥·德格里·埃菲蒂,表中无ID,收藏,财富主题绘画,
第八章,贝加莫圣母圣殿堂,,成立,财务委员会,
第八章,安德里亚·德尔·罗索,表中无ID,担任,参议员,
第八章,洛伦佐·德尔·罗索,表中无ID,担任,参议员,
第一章,兰弗兰科,Q447730,提供,草图,
第十一章,约瑟夫·史密斯,Q476702,认识,查尔斯·德·布罗塞斯,Q725718
第十章,塞巴斯蒂亚诺·里奇,Q26878812,结识,查尔斯·德·拉·福斯,Q1066580
第十四章,弗朗西斯科·阿尔加罗蒂,Q439081,认识,查尔斯·罗伯特·莱斯利,表中无ID
第十四章,弗朗西斯科·阿尔加罗蒂,Q439081,认识,查尔斯·尼萨德,Q1065647
第七章,卡洛·奇尼亚尼,Q239980,拒绝,查尔斯一世,Q3044
第七章,彼得罗·贝尔尼尼,Q712397,创作,查尔斯一世半身像,
第七章,利奥波德·威廉大公,Q437295,购买,查尔斯一世画作,
第七章,克里斯蒂娜女王,Q52937,获得,查尔斯一世收藏品,
第十五章,多米尼科·维万特·德农,Q468618,绘制,查理·伊雷尼·卡斯特·德·圣皮耶著作插图,
第十一章,马歇尔·舒伦伯格,Q70910,共同作战,查理十二世,Q52934
第十四章,弗朗西斯科·阿尔加罗蒂,Q439081,赠画,查塔姆第一伯爵,Q208663
第一章,唐·法布里齐奥·瓦尔瓜内拉,表中无ID,定制,春天主题画作,
第八章,费迪南德大公,Q465178,收藏地,刺柏宫,
第八章,托马索·鲁福,Q2661419,购买,刺柏家族宅邸,
第四章,卡西亚诺·达尔·波佐,Q1048333,收藏,达·芬奇,Q762
第四章,卡西亚诺·达尔·波佐,Q1048333,抄写,《论绘画》,
第四章,普桑,Q41554,绘制,《论绘画》插图,
第四章,卡西亚诺·达尔·波佐,Q1048333,收藏,达·芬奇女性肖像,
第四章,卡西亚诺,Q1048333,收藏,达·芬奇作品,
第七章,维托雷·吉斯兰迪,Q1440305,创作,达恩伯爵肖像,
第十七章,吉罗拉莫·曼弗林,Q16560336,获得,达尔马提亚烟草种植园垄断权,
第十五章,安吉洛·奎里尼,Q536447,收藏,达芙妮和克洛伊插图,
第十五章,奥德兰,Q818100,雕刻,达芙妮和克洛伊插图,
第十五章,菲利普·德·奥尔良,Q155596,绘制,达芙妮和克洛伊插图,
第八章,科拉多·贾昆托,Q740934,装饰,达玛索圣洛伦佐圣殿堂,
第八章,尼古拉·萨尔维,Q1986231,建造,达玛索圣洛伦佐圣殿堂,
第八章,塞巴斯蒂安·孔卡,Q774781,装饰,达玛索圣洛伦佐圣殿堂,
第十三章,安德烈·布鲁斯托隆,Q3615560,雕刻,大公爵典礼仪式版画,
第十三章,卡马莱托,Q182664,绘制,大公爵典礼仪式素描,
第九章,朱塞佩·马扎,Q3108086,雕刻,大理石维纳斯雕塑,
第一章序言,朱塞佩·盖齐,Q1749764,担任,大司仪,
第二章,圭多·雷尼,Q109061,创作,大天使米迦勒践踏魔鬼,
第五章,塞阔齐,Q979862,创作,大型人物静物作品,
第十四章,帕拉迪奥,Q177692,设计,大运河风景,
第十一章,卡纳莱托,Q182664,创作,大运河向东南方向流经坎普圣索非亚场景画,
第十一章,西吉斯蒙德·施特赖特,Q90687,收藏,大运河向东南方向流经坎普圣索非亚场景画,
第八章,托马索·鲁福,Q2661419,担任,大主教,
第八章,托马索·鲁福,Q2661419,担任,大主教,
第八章,托马索·鲁福,Q2661419,委托,大主教宫,
第八章,维托里奥·比加利,Q514645,创作,大主教宫天花板湿壁画,
第八章,加斯帕尔·如莫尔,Q3098722,收藏,戴维·德·海恩作品,
第八章,加斯帕尔·如莫尔,Q3098722,居住,黛拉·斯特拉宫,
第十五章,汤马索·朱塞佩·法尔塞蒂,Q53564852,兄长,丹尼尔·法尔塞蒂,Q55227681
第一章,弗兰西斯·哈斯克尔,Q320477,感谢,丹尼斯·马洪,Q3705445
第十三章,安东尼奥·扎塔,Q3313574,出版,但丁著作,
第十三章,扎塔,Q3313574,出版,但丁著作,
第十三章,丰特巴索,Q447991,创作,但丁著作插图,
第十三章,弗朗切斯科·佐皮尼,Q3757163,创作,但丁著作插图,
第十三章,弗朗切斯科·丰特巴索,Q447991,创作,但丁作品插图,
第十三章,盖塔诺·佐皮尼,Q3757163,创作,但丁作品插图,
第16章,乔万尼·玛利亚·萨索,Q56007029,联系,道格拉斯侯爵,Q336657
第九章,皮亚泽塔,Q282670,绘制,道明会壁画,
第九章,皮亚泽塔,Q282670,创作,道明会祭坛画,
第五章,安东尼·巴尔贝里尼,Q599744,获赠,道明会圣撒比纳圣殿教堂藏品,
第五章,罗萨诺公主,表中无ID,交换,道明会圣撒比纳圣殿教堂藏品,
第一章序言,奇吉,Q368700,资助,德·菲奥里,Q1227379
第五章,罗萨,Q359421,争吵,德·罗西,表中无ID
第一章,吉安·彼得罗·贝洛里,Q714400,记录,德·罗西收藏,
第五章,贾辛托·布兰迪,Q1748199,创作,德·罗西收藏作品,
第八章,安德里亚·德尔·罗索,表中无ID,继承,德尔·罗索家族艺术收藏,
第八章,卢卡·焦尔达诺,Q332494,拜访,德尔·罗索家族宅邸,
第十七章,西尔维娅·梅洛尼·特尔库利亚,表中无ID,研究,德尔·罗索兄弟,
第五章,卡拉瓦乔,Q42207,结识,德尔·蒙特,Q140106
第十七章,路易吉·斯佩扎费罗,Q19754023,研究,德尔·蒙特,Q140106
第十七章,W. 钱德勒·柯文,表中无ID,研究,德尔·蒙特藏品,
第十七章,W. 钱德勒·柯文,表中无ID,出版,德尔·蒙特藏品清单,
第十七章,克里斯托夫·路易波德·弗洛梅尔,Q20752566,出版,德尔·蒙特藏品清单,
第十七章,克里斯托夫·路易波德·弗洛梅尔,Q20752566,研究,德尔·蒙特收藏,
第16章,朱塞佩·托尼诺托,表中无ID,出版,德尔·皮安版画集,
第四章,马斯西米,Q3297734,委托,德格里·埃菲托,表中无ID
第八章,卡尔·罗思,Q670135,国籍,德国,
第六章,路易吉·阿达米,表中无ID,收藏,德国历史名人肖像,
第十三章,扎内蒂,Q944948,收藏,德国艺术家布兰德作品,
第十三章,扎内蒂,Q944948,收藏,德国艺术家迪特里希作品,
第四章,卡西亚诺,Q1048333,赞助,德克斯诺伊,Q960381
第八章,乔瓦尼·达·坎皮奥内,Q734344,建造,德拉·拉吉奥尼宫门廊,
第16章,因诺琴佐,表中无ID,兄弟,贾科莫·德拉·莱纳,表中无ID
第16章,尤西比奥,Q104804972,兄弟,贾科莫·德拉·莱纳,表中无ID
第16章,乔尔乔内,Q8459,影响,德拉·维琪亚,Q1529806
第16章,乔瓦尼·维安内洛,表中无ID,收藏,德拉·维琪亚作品,
第16章,乔瓦尼·维安内洛,表中无ID,收藏,德拉·维琪亚作品,
第十二章,安东尼奥·孔蒂,Q2087202,翻译,德莱顿,Q213355
第十二章,安东尼奥·孔蒂,Q2087202,翻译,德莱顿作品,
第十章,贝尔纳多·贝洛托,Q164688,访问,德累斯顿,
第十章,彼得罗·安东尼奥·罗塔里,Q1361950,访问,德累斯顿,Q95937
第十一章,马歇尔·舒伦伯格,Q70910,游历,德累斯顿,
第十章,贝尔纳多·贝洛托,Q164688,记录,德累斯顿城市生活,
第十七章,佩莱格里尼,Q1358364,绘制,德累斯顿茨温格美术馆作品,
第十章,贝尔纳多·贝洛托,Q164688,创作,德累斯顿风景画,
第十章,贝尔纳多·贝洛托,Q164688,绘制,德累斯顿风景画,
第十章,贝尔纳多·贝洛托,Q164688,担任,德累斯顿宫廷画家,
第十章,彼得罗·瓜里恩蒂,Q3388136,指导,德累斯顿画廊,
第十章,彼得罗·瓜里恩蒂,Q3388136,指导,德累斯顿画廊收藏,
第十章,腓特烈二世,Q33550,炮击,德累斯顿十字教堂,
第十章,贝尔纳多·贝洛托,Q164688,绘制,德累斯顿十字教堂废墟,
第十四章,奥古斯都,Q1405,资助,德累斯顿艺术,
第十四章,弗朗西斯科·阿尔加罗蒂,Q439081,认识,狄德罗,Q448
第十章,安东尼奥·贝鲁奇,Q302062,创作,狄多和埃涅阿斯主题作品,
第九章,比亚苏蒂,Q104690120,研究,迪奥尼西奥·多尔芬,Q3708533
第九章,尼科尔德·马德里斯,Q86826517,记录,迪奥尼西奥·多尔芬事迹,
第十四章,弗朗西斯科·阿尔加罗蒂,Q439081,委托,迪特里希,Q536581
第十三章,安东尼奥·玛丽亚·扎内蒂(老),Q944948,收藏,迪特里希作品,
第十四章,弗朗西斯科·阿尔加罗蒂,Q439081,复制,迪特里希作品,
第十章,卡纳莱托,Q182664,记录,帝国大使入城仪式,
第一章序言,弗兰西斯·哈斯克尔,Q320477,悼念,蒂姆·芒比,Q3607762
第十三章,安东尼奥·玛丽亚·扎内蒂(老),Q944948,影响,乔瓦尼·多梅尼科·蒂耶波洛,Q435316
第九章,贝尔加莫总督,Q2553051,委托,乔瓦尼·多梅尼科·蒂耶波洛,Q435316
第九章,丁托列托,Q9319,影响,乔瓦尼·多梅尼科·蒂耶波洛,Q435316
第一章,弗朗切斯科·阿尔加罗蒂,Q439081,委托,乔瓦尼·多梅尼科·蒂耶波洛,Q435316
第九章,弗朗切斯科·阿尔加罗蒂,Q439081,赞赏,乔瓦尼·多梅尼科·蒂耶波洛,Q435316
第十章,弗朗西斯科·阿尔加罗蒂,Q439081,委托,乔瓦尼·多梅尼科·蒂耶波洛,Q435316
第十章,弗朗西斯科·阿尔加罗蒂,Q439081,委托,乔瓦尼·多梅尼科·蒂耶波洛,Q435316
第十四章,弗朗西斯科·阿尔加罗蒂,Q439081,委托,乔瓦尼·多梅尼科·蒂耶波洛,Q435316
第十四章,弗朗西斯科·阿尔加罗蒂,Q439081,批评,乔瓦尼·多梅尼科·蒂耶波洛,Q435316
第十四章,弗朗西斯科·阿尔加罗蒂,Q439081,赞赏,乔瓦尼·多梅尼科·蒂耶波洛,Q435316
第十四章,弗朗西斯科·阿尔加罗蒂,Q439081,建议,乔瓦尼·多梅尼科·蒂耶波洛,Q435316
第十七章,弗朗西斯科·阿尔加罗蒂,Q439081,委托,乔瓦尼·多梅尼科·蒂耶波洛,Q435316
第九章,吉安·多梅尼科·蒂耶波洛,Q435316,协助,乔瓦尼·多梅尼科·蒂耶波洛,Q435316
第九章,加尔默罗会,,委托,乔瓦尼·多梅尼科·蒂耶波洛,Q435316
第十二章,加斯帕罗·高兹,Q1232504,比较,乔瓦尼·多梅尼科·蒂耶波洛,Q435316
第十二章,加斯帕罗·高兹,Q1232512,赞扬,乔瓦尼·多梅尼科·蒂耶波洛,Q435316
第十章,贾科莫·瓜拉纳,Q3805882,学习,乔瓦尼·多梅尼科·蒂耶波洛,Q435316
第九章,卡洛·科德利纳,表中无ID,委托,乔瓦尼·多梅尼科·蒂耶波洛,Q435316
第十一章,卡纳莱托,Q182664,认识,乔瓦尼·多梅尼科·蒂耶波洛,Q435316
第九章,科钦,Q2408093,欣赏,乔瓦尼·多梅尼科·蒂耶波洛,Q435316
第十章,克莱门斯·奥古斯特,Q215086,委托,乔瓦尼·多梅尼科·蒂耶波洛,Q435316
第十七章,莱昂纳多·瓦尔马拉纳,表中无ID,委托,乔瓦尼·多梅尼科·蒂耶波洛,Q435316
第九章,卢修斯·阿纳纽斯·弗洛鲁斯,Q316483,影响,乔瓦尼·多梅尼科·蒂耶波洛,Q435316
第九章,鲁本斯,Q5599,影响,乔瓦尼·多梅尼科·蒂耶波洛,Q435316
第七章,路易十四,Q7742,雇用,乔瓦尼·多梅尼科·蒂耶波洛,Q435316
第十三章,马菲奥·皮内利,Q56006855,收藏,乔瓦尼·多梅尼科·蒂耶波洛,Q435316
第九章,佩萨罗家族,,赞助,乔瓦尼·多梅尼科·蒂耶波洛,Q435316
第九章,皮萨尼家族,,赞助,乔瓦尼·多梅尼科·蒂耶波洛,Q435316
第九章,威尼斯画派,,影响,乔瓦尼·多梅尼科·蒂耶波洛,Q435316
第九章,威尼斯政府,,派遣,乔瓦尼·多梅尼科·蒂耶波洛,Q435316
第九章,委罗内塞,Q9440,影响,乔瓦尼·多梅尼科·蒂耶波洛,Q435316
第九章,委罗内塞,Q9440,影响,乔瓦尼·多梅尼科·蒂耶波洛,Q435316
第十七章,朱斯蒂诺·瓦尔马拉纳,Q32904856,委托,乔瓦尼·多梅尼科·蒂耶波洛,Q435316
第十三章,安东尼奥·玛丽亚·扎内蒂,Q944948,出版,蒂耶波洛版画,
第十三章,安东尼奥·玛丽亚·扎内蒂(老),Q944948,出版,蒂耶波洛版画,
第十三章,扎内蒂,Q944948,出版,蒂耶波洛版画,
第九章,马里尼侯爵,Q2258999,临摹,蒂耶波洛壁画,
第16章,卡诺瓦,Q5547,购买,蒂耶波洛草图,
第九章,让奥诺雷·弗拉戈纳尔,Q127171,欣赏,蒂耶波洛草图,
第十章,安东·拉斐尔·蒙斯,Q76718,取代,蒂耶波洛地位,
第16章,阿马德奥·斯瓦杰,表中无ID,委托,乔瓦尼·多梅尼科·蒂耶波洛,Q435316
第16章,阿马德奥·斯瓦杰,表中无ID,委托,乔瓦尼·巴蒂斯塔·蒂耶波洛,Q186202
第十四章,弗朗西斯科·阿尔加罗蒂,Q439081,收藏,蒂耶波洛绘画,
第十四章,弗朗西斯科·阿尔加罗蒂,Q439081,收藏,蒂耶波洛素描,
第十四章,弗朗西斯科·阿尔加罗蒂,Q439081,收藏,蒂耶波洛素描,
第16章,乔瓦尼·维安内洛,表中无ID,收藏,蒂耶波洛素描,
第九章,吉诺·福戈拉里,Q19357545,整理,蒂耶波洛通信,
第16章,G.A.阿曼尼,表中无ID,批评,蒂耶波洛作品,
第16章,G.A.阿曼尼,表中无ID,批评,蒂耶波洛作品,
第九章,M.穆拉罗,Q19997568,研究,蒂耶波洛作品,
第九章,安东尼奥·莫拉西,Q19997480,研究,蒂耶波洛作品,
第九章,安东尼奥·莫拉西,Q19997480,研究,蒂耶波洛作品,
第十三章,彼得罗·摩纳哥,Q30888067,复制,蒂耶波洛作品,
