Source_Side,Status,Index_Entry,CIDOC_Type,Manual_Name,Manual_QID,Match_Type,File_Code,Extraction_Reason,Formal_Full_Name,Normalization_Category,Wikidata_QID,Wikidata_Label,Wikidata_Description,Wikidata_Candidates
Index,Unmatched (Index),Lucca,E53 Place,,,,L,Unmatched Index Entry,Lucca,Place,Q13373,Lucca,"city and comune in Tuscany, Central Italy","Q13373 (Lucca: city and comune in Tuscany, Central Italy) | Q37106905 (Lucca: family name) | Q56759872 (Lucca: given name) | Q16202 (Province of Lucca: province of Italy) | Q298333 (Lucchese 1905: Italian football club based in Lucca, Tuscany)"
Index,Unmatched (Index),"Ludovisi, Alessandro (Pope Gregory XV)",E21 Person,,,,L,Unmatched Index Entry,Alessandro Ludovisi,Person,,,,Q132692 (Gregory XV: pope of the Catholic Church from 1621 to 1623 (1554–1623))
Index,Unmatched (Index),"Ludovisi, Ludovico (nephew to Pope Gregory XV)",E21 Person,,,,L,Unmatched Index Entry,Ludovico Ludovisi,Person,Q707750,Ludovico Ludovisi,Catholic cardinal (1595-1632),Q707750 (Ludovico Ludovisi: Catholic cardinal (1595-1632)) | Q50937959 (Portrait of Cardinal Ludovico Ludovisi: painting by Ottavio Leoni)
Index,Unmatched (Index),"Luxembourg, Palais du",E21 Person,,,,L,Unmatched Index Entry,Palais du Luxembourg,Person,Q329852,Luxembourg Palace,seat of the French Senate,"Q329852 (Luxembourg Palace: seat of the French Senate) | Q106611957 (Palais du Luxembourg, Sénat: sculpture by Baudichon)"
Index,Unmatched (Index),"Lyss, Jan",E21 Person,,,,L,Unmatched Index Entry,Jan Lyss,Person,,,,No match found
Index,Unmatched (Index),Macerata,E53 Place,,,,M,Unmatched Index Entry,Macerata,Place,Q13135,Macerata,Italian comune,Q13135 (Macerata: Italian comune) | Q99910041 (Macerata: family name) | Q16203 (Province of Macerata: province of Italy) | Q207070 (Macerata Feltria: Italian comune) | Q3970007 (Macerata railway station: railway station in Italy)
Index,Unmatched (Index),Machiavelli,E21 Person,,,,M,Unmatched Index Entry,Machiavelli,Person,Q21555242,Machiavelli,family name,Q21555242 (Machiavelli: family name) | Q1399 (Niccolò Machiavelli: Italian diplomat and political and military theorist (1469–1527)) | Q2054380 (Zanobi Machiavelli: Italian painter (1418-1479)) | Q146486 (19730 Machiavelli: asteroid) | Q3274312 (Machiavelli: strategic board game)
Index,Unmatched (Index),Madrid,E53 Place,,,,M,Unmatched Index Entry,Madrid,Place,Q2807,Madrid,capital of Spain,"Q2807 (Madrid: capital of Spain) | Q116170766 (Madrid city: capital and largest city of Spain) | Q155605 (Madrid: municipality of the Philippines in the province of Surigao del Sur) | Q5756 (Community of Madrid: autonomous community of Spain) | Q8682 (Real Madrid Club de Fútbol: association football club in Madrid, Spain)"
Index,Unmatched (Index),"Madrid, Venetian artists in",E21 Person,,,,M,Unmatched Index Entry,Venetian artists in Madrid,Person,,,,No match found
Index,Unmatched (Index),"Maffei, Francesco",E53 Place,,,,M,Unmatched Index Entry,"Maffei, Francesco",Place,Q103954105,"Maffei, Francesco",encyclopedia article,"Q103954105 (Maffei, Francesco: encyclopedia article)"
Index,Unmatched (Index),"Malebranche, Nicolas de",E21 Person,,,,M,Unmatched Index Entry,Nicolas de Malebranche,Person,Q130575721,Nicolas de Malebranche,,Q130575721 (Nicolas de Malebranche: ) | Q309818 (Nicolas Malebranche: French philosopher)
Index,Unmatched (Index),"Manchester, Lord",E21 Person,,,,M,Unmatched Index Entry,Manchester,Person,Q18125,Manchester,"city in Greater Manchester, England","Q18125 (Manchester: city in Greater Manchester, England) | Q37257850 (Manchester: family name) | Q11148 (The Guardian: British national daily newspaper) | Q2187247 (Manchester: town in Oklahoma) | Q21525592 (Manchester: metropolitan borough in Greater Manchester, England)"
Index,Unmatched (Index),"Mancini, Francesco",E53 Place,,,,M,Unmatched Index Entry,"Mancini, Francesco",Place,Q103954972,"Mancini, Francesco",encyclopedia article,"Q103954972 (Mancini, Francesco: encyclopedia article) | Q117743733 (Mancini, Francesco: entry in: Malerwerke des neunzehnten Jahrhunderts)"
Index,Unmatched (Index),"Mander, Carel van",E21 Person,,,,M,Unmatched Index Entry,Carel van Mander,Person,Q206173,Karel van Mander the Elder,"Flemish painter, poet and art historian (1548–1606)","Q206173 (Karel van Mander the Elder: Flemish painter, poet and art historian (1548–1606)) | Q117010958 (Carel van Manderstraat: street in Antwerp, Belgium) | Q18983196 (Carel van Manderstraat: street in Heemskerk, the Netherlands) | Q18983194 (Carel van Manderhof: street in Goor, the Netherlands) | Q18983199 (Carel van Manderstraat: street in Hengelo, the Netherlands)"
Index,Unmatched (Index),Manin country house,E53 Place,,,,M,Unmatched Index Entry,Manin country house,Place,,,,No match found
Index,Unmatched (Index),Manin family,E74 Group,,,,M,Unmatched Index Entry,Manin family,Place,,,,No match found
Index,Unmatched (Index),Manin palace,E22 Man-Made Object,,,,M,Unmatched Index Entry,Palazzo Manin,Place (Reclassified),Q124029132,Palazzo Manin,"palace in Udine, Italy","Q124029132 (Palazzo Manin: palace in Udine, Italy) | Q103709806 (Palazzo Manin: Wikimedia disambiguation page)"
Index,Unmatched (Index),"Manin, Doge Lodovico",E21 Person,,,,M,Unmatched Index Entry,Doge Lodovico Manin,Person,,,,No match found
Index,Unmatched (Index),Mannerist painting,E28 Conceptual Object,,,,M,Unmatched Index Entry,Mannerist painting,Work,Q9059990,Mannerist painting,,Q9059990 (Mannerist painting: )
Index,Unmatched (Index),"Mansart, François",E21 Person,,,,M,Unmatched Index Entry,François Mansart,Person,Q313701,François Mansart,French architect (1598-1666),"Q313701 (François Mansart: French architect (1598-1666)) | Q89314421 (François Mansart: 1973 English book about the French architect) | Q18147002 (François Mansart: sculpture by Jean-Joseph Perraud) | Q90008798 (François Mansart (1598-1666), le génie de l'architecture: temporary exhibition at Archives nationales (France) in 1998-1999) | Q105732357 (rue François-Mansart: street in Toulouse, France)"
Index,Unmatched (Index),"Mantua, Ferdinando Carlo, Duke of",E21 Person,,,,M,Unmatched Index Entry,"Ferdinando Carlo, of Mantua",Person,,,,No match found
Index,Unmatched (Index),"Mantua, Ferdinando, Duke of",E21 Person,,,,M,Unmatched Index Entry,"Ferdinando, of Mantua",Person,,,,No match found
Index,Unmatched (Index),"Mantua, Marquis of",E21 Person,,,,M,Unmatched Index Entry,Marquis of Mantua,Person,,,,"Q935411 (Federico I Gonzaga, Marquess of Mantua: Marquess of Mantue) | Q715191 (Francesco II Gonzaga, Marquess of Mantua: ruler of the Italian city of Mantua (1466–1519)) | Q969770 (Ludovico III Gonzaga, Marquis of Mantua: second margrave of Mantua)"
Index,Unmatched (Index),"Maratta, Carlo",E21 Person,,,,M,Unmatched Index Entry,Carlo Maratta,Person,Q538998,Carlo Maratta,Italian painter (1625–1713),"Q538998 (Carlo Maratta: Italian painter (1625–1713)) | Q65507940 (Carlo Maratta: print in the National Gallery of Art (NGA 48318)) | Q2406864 (Niccolò Berrettoni: Italian painter (1637-1682)) | Q63861684 (Carlo Maratta, 1625-1713, Painter [obverse]: sculpture in the National Gallery of Art (NGA 98138))"
Index,Unmatched (Index),"March, Lord",E22 Man-Made Object,,,,M,Unmatched Index Entry,March,Person (Reclassified),Q21492582,March,family name,"Q21492582 (March: family name) | Q2569076 (March: Fenland market town and civil parish in the Isle of Ely area of Cambridgeshire, England) | Q110 (March: third month in the Julian and Gregorian calendars) | Q59846706 (March: unisex given name) | Q657449 (parade: celebratory procession of people, at least partially on foot)"
Index,Unmatched (Index),Marchands-amateurs,E22 Man-Made Object,,,,M,Unmatched Index Entry,Marchands-amateurs,Work,,,,No match found
Index,Unmatched (Index),"Marchesi, Raffaelo",E22 Man-Made Object,,,,M,Unmatched Index Entry,"Marchesi, Raffaelo",Work,,,,No match found
Index,Unmatched (Index),"Marchesini, Alessandro",E22 Man-Made Object,,,,M,Unmatched Index Entry,"Marchesini, Alessandro",Work,Q103955497,"Marchesini, Alessandro",encyclopedia article,"Q103955497 (Marchesini, Alessandro: encyclopedia article)"
Index,Unmatched (Index),"Marchiori, Giovanni",E22 Man-Made Object,,,,M,Unmatched Index Entry,"Marchiori, Giovanni",Work,Q103955511,"Marchiori, Giovanni",encyclopedia article,"Q103955511 (Marchiori, Giovanni: encyclopedia article)"
Index,Unmatched (Index),"Mari, Cosimo",E21 Person,,,,M,Unmatched Index Entry,Cosimo Mari,Person,,,,Q123136051 (Cosimo Maria Palopoli: Italian musician) | Q117804152 (Cosimo Maria de' Medici: Italian noble) | Q55836084 (Cosimo Maria Mei: ) | Q15975933 (Cosimo Ferri: Italian politician and magistrate)
Index,Unmatched (Index),"Maria Teresa, Holy Roman Empress",E21 Person,,,,M,Unmatched Index Entry,Holy Roman Empress Maria Teresa,Person,,,,No match found
Index,Unmatched (Index),"Marigny, Marquis de",E21 Person,,,,M,Unmatched Index Entry,Marquis de Marigny,Person,Q2258999,Abel-François Poisson,French Marquess,Q2258999 (Abel-François Poisson: French Marquess) | Q74066369 (Marquis de Marigny: print in the National Gallery of Art (NGA 65633))
Index,Unmatched (Index),"Marlborough, Duchess of",E21 Person,,,,M,Unmatched Index Entry,Of Marlborough,Person,,,,No match found
Index,Unmatched (Index),Marucelli Palace,E22 Man-Made Object,,,,M,Unmatched Index Entry,Palazzo Marucelli,Place (Reclassified),,,,"Q3890107 (Palazzo Fenzi: palace in Florence, Italy)"
Index,Unmatched (Index),"Marucelli, Orazio",E21 Person,,,,M,Unmatched Index Entry,Orazio Marucelli,Person,,,,No match found
Index,Unmatched (Index),"Massimi, Camillo (the Elder)",E21 Person,,,,M,Unmatched Index Entry,Camillo Massimi,Person,Q1081418,Carlo Camillo II Massimo,Cardinal and patron of the arts (1620-1677),"Q1081418 (Carlo Camillo II Massimo: Cardinal and patron of the arts (1620-1677)) | Q2935136 (Portrait of Cardinal Camillo Massimi (1620-1677): painting by Diego Velázquez) | Q43899507 (Camillo VIII Massimiliano Massimo, 1st Principe di Arsoli: (1770-1840))"
Index,Unmatched (Index),"Massimi, Cardinal Camillo (Carlo)",E21 Person,,,,M,Unmatched Index Entry,Camillo Massimi,Person,Q1081418,Carlo Camillo II Massimo,Cardinal and patron of the arts (1620-1677),"Q1081418 (Carlo Camillo II Massimo: Cardinal and patron of the arts (1620-1677)) | Q2935136 (Portrait of Cardinal Camillo Massimi (1620-1677): painting by Diego Velázquez) | Q43899507 (Camillo VIII Massimiliano Massimo, 1st Principe di Arsoli: (1770-1840))"
Index,Unmatched (Index),Mastelletta,E21 Person,,,,M,Unmatched Index Entry,Mastelletta,Person,Q547109,Giovanni Andrea Donducci,Italian painter (1575-1655),Q547109 (Giovanni Andrea Donducci: Italian painter (1575-1655)) | Q103956406 (Mastelletta: encyclopedia article)
Index,Unmatched (Index),"Matina, L.",E21 Person,,,,M,Unmatched Index Entry,L. Matina,Person,,,,No match found
Index,Unmatched (Index),"Maupertuis, Pierre-Louis",E21 Person,,,,M,Unmatched Index Entry,Pierre-Louis Maupertuis,Person,,,,"Q164374 (Pierre-Louis Moreau de Maupertuis: French mathematician, philosopher and man of letters)"
Index,Unmatched (Index),"Max Emmanuel, Elector of Bavaria",E21 Person,,,,M,Unmatched Index Entry,Elector of Bavaria Max Emmanuel,Person,,,,No match found
Index,Unmatched (Index),"Maximilian, Prince, Elector of Bavaria",E21 Person,,,,M,Unmatched Index Entry,", Elector of Bavaria Maximilian",Person,,,,No match found
Index,Unmatched (Index),"Mazarin, Cardinal",E21 Person,,,,M,Unmatched Index Entry,Mazarin,Person,Q1939877,Mazarin,2003 studio album by Per Gessle,Q1939877 (Mazarin: 2003 studio album by Per Gessle) | Q462950 (Mazarine Pingeot: French writer) | Q3303117 (Mazerin: mountain in France) | Q10578820 (Mazarin: A glazed shortcrust pastry with almond) | Q114680085 (Mazarin: family name)
Index,Unmatched (Index),"Mazenta, Ambrogio",E21 Person,,,,M,Unmatched Index Entry,Ambrogio Mazenta,Person,,,,No match found
Index,Unmatched (Index),"Mazza, Giuseppe",E21 Person,,,,M,Unmatched Index Entry,Giuseppe Mazza,Person,Q110846339,Giuseppe Mazza,,Q110846339 (Giuseppe Mazza: ) | Q104735916 (Giuseppe Mazza: Italian librarian (1905-1976)) | Q112469897 (Giuseppe Mazza: Italian priest and theologian (1976-)) | Q22105303 (Giuseppe Mazza: Italian biologist) | Q3108086 (Giuseppe Maria Mazza: Italian sculptor (1653-1741))
Index,Unmatched (Index),"Mazzarini, Giulio",E21 Person,,,,M,Unmatched Index Entry,Giulio Mazzarini,Person,Q166056,Cardinal Mazarin,French cardinal and statesman,Q166056 (Cardinal Mazarin: French cardinal and statesman) | Q5565274 (Giulio Mazzarini: Italian photographer)
Index,Unmatched (Index),"Mazzoni, Nicola",E21 Person,,,,M,Unmatched Index Entry,Nicola Mazzoni,Person,Q21541997,Nicola Mazzoni,,Q21541997 (Nicola Mazzoni: )
Index,Unmatched (Index),"Mead, Dr Richard",E21 Person,,,,M,Unmatched Index Entry,Richard Mead,Person,Q112419756,Richard Mead,,"Q112419756 (Richard Mead: ) | Q3888733 (Richard Mead: British physician (1673-1754)) | Q55099916 (Richard Mead: researcher) | Q28045322 (Richard Mead: painting by Allan Ramsay, and studio of Allan Ramsay) | Q76309905 (Richard William Edward Mead: Peerage person ID=679152)"
Index,Unmatched (Index),"Mecklenburg, Christian Louis, Duke of",E21 Person,,,,M,Unmatched Index Entry,"Christian Louis, of Mecklenburg",Person,,,,No match found
Index,Unmatched (Index),"Medici, Anna Maria Ludovica de' (wife of Johann Wilhelm, Elector Palatinate)",E21 Person,,,,M,Unmatched Index Entry,Anna Maria Ludovica de' Medici,Person,Q233181,Anna Maria Luisa de' Medici,Wife of Johann Wilhelm Palatine Elector (1667-1743),Q233181 (Anna Maria Luisa de' Medici: Wife of Johann Wilhelm Palatine Elector (1667-1743))
Index,Unmatched (Index),"Medici, Cosimo III de'",E21 Person,,,,M,Unmatched Index Entry,Cosimo III de' Medici,Person,,,,"Q47292 (Cosimo III de' Medici, Grand Duke of Tuscany: Grand Prince of Tuscany (1642-1723)) | Q63897766 (Cosimo III de’ Medici: painting by Justus Sustermans) | Q66023991 (Cosimo III de' Medici in Armour: painting by Justus Sustermans) | Q125809512 (Cosimo III de' Medici statue: statue in Horti Leonini, San Quirico d'Orcia, Italy) | Q135821966 (Cosimo III de 'Medici - CERTA FULGENT SIDERA [Num309121]: Commemorative medals › Personality medals - Milled - Italy)"
Index,Unmatched (Index),"Medici, Ferdinando II de', Grand Duke of Tuscany",E21 Person,,,,M,Unmatched Index Entry,"Ferdinando II de', Grand of Tuscany Medici",Person,,,,No match found
Index,Unmatched (Index),"Medici, Francesco Maria de'",E53 Place,,,,M,Unmatched Index Entry,"Medici, Francesco Maria de'",Place,,,,No match found
Index,Unmatched (Index),"Medici, Grand Duke Gian Gastone de'",E21 Person,,,,M,Unmatched Index Entry,Grand Gian Gastone de' Medici,Person,,,,No match found
Index,Unmatched (Index),"Medici, Grand Prince Ferdinand de'",E21 Person,,,,M,Unmatched Index Entry,Grand Ferdinand de' Medici,Person,,,,No match found
Index,Unmatched (Index),"Medici, Isabella de' (Duchess of Bracciano)",E21 Person,,,,M,Unmatched Index Entry,Isabella de' Medici,Person,Q271831,Isabella de' Medici,daughter of Cosimo I. de’ Medici and Eleonora of Toledo (1542-1576),Q271831 (Isabella de' Medici: daughter of Cosimo I. de’ Medici and Eleonora of Toledo (1542-1576)) | Q135274784 (Isabella de' Medici (Petrocelli): painting by Vincenzo Petrocelli) | Q125066286 (Isabella de' Medici Orsini with a Dog: painting by Alessandro Allori) | Q18599876 (Isabella de Medici (1542-1576): painting attributed to Bronzino)
Index,Unmatched (Index),"Medici, Marie de",E21 Person,,,,M,Unmatched Index Entry,Marie de Medici,Person,Q76355704,Marie de Medici,print in the National Gallery of Art (NGA 126515),"Q182021 (Marie de' Medici: Queen of France, second wife of King Henry IV of France (1575-1642)) | Q20268417 (Marie de Médici: painting by Frans Pourbus, the Younger) | Q76355704 (Marie de Medici: print in the National Gallery of Art (NGA 126515)) | Q65215244 (Marie de Medici: print in the National Gallery of Art (NGA 38538)) | Q17323507 (Marie de Medicis, Consort of Henry IV, King of France: painting by the workshop of Frans Pourbus the Younger)"
Index,Unmatched (Index),"Melanconici, Niccolò",E21 Person,,,,M,Unmatched Index Entry,Niccolò Melanconici,Person,,,,No match found
Index,Unmatched (Index),"Mellino, Cardinal",E21 Person,,,,M,Unmatched Index Entry,Mellino,Person,Q36938414,Mellino,family name,Q36938414 (Mellino: family name) | Q3305180 (Mellino: musical group) | Q126116379 (Mellinor: )
Index,Unmatched (Index),"Mengs, Anton Rafael",E21 Person,,,,M,Unmatched Index Entry,Anton Rafael Mengs,Person,Q76718,Anton Raphael Mengs,"German-Bohemian painter active in Dresden, Rome and Madrid (1728-1779)","Q76718 (Anton Raphael Mengs: German-Bohemian painter active in Dresden, Rome and Madrid (1728-1779)) | Q109559275 (Anton Rafael Mengs, padre de la artista: )"
Index,Unmatched (Index),Messina,E53 Place,,,,M,Unmatched Index Entry,Messina,Place,Q16876865,Messina,family name,Q16876865 (Messina: family name) | Q13666 (Messina: Italian comune in Sicily) | Q3307068 (Messina: 2012 album by Damien Saez) | Q982384 (Massimo Stanzione: 17th century Italian Baroque painter (1586–1656)) | Q16208 (Province of Messina: province of Italy)
Index,Unmatched (Index),Miani family,E74 Group,,,,M,Unmatched Index Entry,Miani family,Place,,,,No match found
Index,Unmatched (Index),Michelangelo,E21 Person,,,,M,Unmatched Index Entry,Michelangelo,Person,Q5592,Michelangelo,Italian artist and architect (1475–1564),Q5592 (Michelangelo: Italian artist and architect (1475–1564)) | Q19003508 (Michelangelo: male given name) | Q106824055 (Michelangelo: vocal track by Lotta Engberg; 2016 studio recording) | Q106489926 (Michelangelo: fictional character from the 1987–1996 Teenage Mutant Ninja Turtles animated television series) | Q106497651 (Michelangelo: fictional character in the 2003–2009 Teenage Mutant Ninja Turtles animated television series)
