Subject,Subject QID,Predicate,Object,Object QID,Source_Raw
"Tiepolo, Giambattista",/,sponsored,Bishop Harold von Hocheim being invested with the princedom by the Emperor in 1163,/,85
"Tiepolo, Giambattista",/,created,work in Würzburg,/,86
"Tiepolo, Giambattista",/,sponsored,Marriage of the couple being blessed by the Bishop of Würzburg in 1156,/,86
"Tiepolo, Giambattista",/,created,work in Würzburg,/,87
"Tiepolo, Giambattista",/,sponsored,The Four Continents paying homage to Karl Philip von Greiffenklau,/,87
"Tiepolo, Gian Domenico",/,created,drawings from rural life,/,89
"Tiepolo, Gian Domenico",/,created,scenes from rural life,/,89
paintings in S. Polo of Via Crucis,/,located_in,S. Polo of Via Crucis,/,90
"Tiepolo, Gian Domenico",/,created,paintings in S. Polo of Via Crucis,/,90
Tintoretto,/,sponsored,Fortitude,/,92
Tintoretto,/,sponsored,Temperance,/,93
Titian,/,sponsored,"Andrians, The",/,95
Titian,/,sponsored,Bacchanals,/,96
Titian,/,sponsored,Bacchus,/,97
Titian,/,sponsored,Ariadne,/,97
Titian,/,sponsored,Holy Family with St Catherine,/,98
Titian,/,sponsored,St Peter Martyr,/,99
Titian,/,sponsored,Venus del Pardo,/,100
Titian,/,sponsored,Worship of Venus,/,101
"Toni, Don Pietro Antonio",/,collaborated_on,P. A. Novelli,/,105
"Toni, Don Pietro Antonio",/,collaborated_on,S. Ricci,/,106
"Torelli, Felice",/,sponsored,commission from Stefano Conti,/,110
"Trevisani, Francesco",/,created,portrait of Cardinal Ottoboni,/,115
"Trevisani, Francesco",/,created,work for Cardinal Ottoboni,/,116
work for Cardinal Ottoboni,/,intended_for,Cardinal Ottoboni,/,116
"Tura, Cosimo",/,sponsored,Pietà,/,123
"Turchi, Alessandro",/,sponsored,Death of Cleopatra,/,125
Turin,/,sponsored,art patronage in late 17th century,/,127
Turin,/,sponsored,Venetian artists and,/,128
Urban VIII,/,refer_to,"Barberini, Maffeo",/,5
"Urbino, devolution to Papacy",/,created,pictures taken over by Papacy,/,7
Valentin de Boulogne,/,sponsored,Allegory of Rome,/,15
"Valeriani, Domenico",/,created,Monuments to (McSwiny's British Worthies),/,17
"Valeriani, Giuseppe",/,created,Monuments to (McSwiny's British Worthies),/,17
"Valeriani, Domenico",/,created,Monuments to (McSwiny's British Worthies),/,18
"Valeriani, Giuseppe",/,created,Monuments to (McSwiny's British Worthies),/,18
"Valeriani, Domenico",/,sponsored,Isaac Newton,/,18
"Valeriani, Giuseppe",/,sponsored,Isaac Newton,/,18
"Valeriani, Domenico",/,created,Monuments to (McSwiny's British Worthies),/,19
"Valeriani, Giuseppe",/,created,Monuments to (McSwiny's British Worthies),/,19
"Valeriani, Domenico",/,sponsored,William III,/,19
"Valeriani, Giuseppe",/,sponsored,William III,/,19
"Vandières, Marquis de",/,is,later Marquis de Marigny,/,29
"Vannini, Ottavio",/,sponsored,Fall of Manna,/,32
"frescoes in S. Gaetano, Florence",/,located_in,"S. Gaetano, Florence",/,33
"Vannini, Ottavio",/,created,"frescoes in S. Gaetano, Florence",/,33
"Vannini, Ottavio",/,sponsored,Moses striking the Rock,/,34
"Vannini, Ottavio",/,sponsored,Sacrifice of Isaac,/,35
"Vannini, Ottavio",/,sponsored,Susanna and the Elders,/,36
"Varotari, Alessandro",/,is,'il Padovanino',/,38
Vatican palace,/,located_in,Rome,/,41
Vatican palace,/,located_in,Rome,/,42
Vatican palace,/,sponsored,Scala Regia,/,42
Velasquez,/,sponsored,attempts to bring Italian painters to Spain,/,47
Velasquez,/,sponsored,membership of Congregazione dei Virtuosi,/,48
Velasquez,/,sponsored,membership of Accademia di San Luca,/,48
Velasquez,/,created,portrait of Camillo Massimi,/,49
Velasquez,/,created,portrait of Donna Olimpia Maidalchini,/,50
Velasquez,/,created,portrait of his servant Juan de Pareja,/,51
Velasquez,/,created,portrait of Pope Innocent X,/,52
Velasquez,/,sponsored,Toilet of Venus ('Rokeby Venus'),/,53
"Venezia, Padre Antonio da",/,sponsored,La Chiesa di Gesù Cristo vendicata,/,55
Venice,/,sponsored,art patronage by aristocracy,/,57
Venice,/,sponsored,art patronage by aristocracy,/,58
Venice,/,sponsored,apotheoses,/,58
Venice,/,sponsored,art patronage by aristocracy,/,59
Venice,/,sponsored,love of display,/,59
Venice,/,sponsored,censorship in,/,60
Venice,/,sponsored,"clergy, power of",/,61
Venice,/,sponsored,cosmopolitan aspect,/,62
Venice,/,sponsored,criticism of constitution in 18th century,/,63
Venice,/,sponsored,decline in art patronage in 18th century,/,64
decline in State patronage of arts,/,located_in,State patronage of arts,/,65
Venice,/,sponsored,decline in State patronage of arts,/,65
Venice,/,sponsored,decorative function of pictures,/,66
Venice,/,sponsored,desire to maintain status quo,/,67
Venice,/,sponsored,foreign patrons of Venetian artists,/,68
Venice,/,sponsored,government attempt to keep isolated,/,69
Venice,/,sponsored,government insistence on religious orthodoxy,/,70
Venice,/,sponsored,identification of aristocracy with state,/,71
Venice,/,sponsored,influence of aristocratic principles on religious art,/,72
Venice,/,sponsored,lack of autonomous bourgeois culture,/,73
Venice,/,created,lack of frivolity in paintings for Venetian nobility,/,74
lack of frivolity in paintings for Venetian nobility,/,intended_for,Venetian nobility,/,74
Venice,/,sponsored,maintenance of old customs,/,75
Venice,/,sponsored,new aristocracy,/,76
Venice,/,sponsored,new aristocracy,/,77
Venice,/,sponsored,patronage by,/,77
Venice,/,sponsored,new aristocracy,/,78
Venice,/,sponsored,demand for old masters,/,78
Venice,/,sponsored,opposition to Enlightenment,/,79
Venice,/,created,picture prices in 18th century,/,80
Venice,/,sponsored,prolongation of Counter Reformation,/,81
Venice,/,sponsored,recording of past achievements for older aristocracy,/,82
Venice,/,sponsored,Roman themes in art,/,83
Venice,/,sponsored,state art patronage,/,84
Venice,/,sponsored,status of lawyers in 18th century,/,85
Venice,/,sponsored,wealth of aristocracy in 18th century,/,86
"Vermeer, Johannes",/,sponsored,Lady at the Virginals,/,90
"Veronese, Paolo",/,sponsored,Madonna and Child with Saints,/,93
"Veronese, Paolo",/,sponsored,Marriage at Cana,/,94
"Verrio, Antonio",/,created,frescoes at Windsor,/,97
"Verrio, Antonio",/,sponsored,Sea Triumph,/,98
"Verrio, Antonio",/,created,work for Charles II,/,99
work for Charles II,/,intended_for,Charles II,/,99
"Verrio, Antonio",/,created,work for William III at Hampton Court,/,100
work for William III at Hampton Court,/,intended_for,William III at Hampton Court,/,100
"Vianello, Dr Giovanni",/,sponsored,collection,/,102
"Vianello, Dr Giovanni",/,sponsored,edition of journal of Rosalba Carriera,/,103
"Vianello, Dr Giovanni",/,sponsored,on F. Guardi,/,104
"Vico, Giambattista",/,sponsored,Autobiography,/,108
Virgil,/,created,Aeneid as theme for Buonaccorsi palace paintings,/,115
Aeneid as theme for Buonaccorsi palace paintings,/,intended_for,Buonaccorsi palace paintings,/,115
Virgil,/,sponsored,'portrait of',/,116
"Visentini, Antonio",/,created,engravings of Canaletto's paintings of the Grand Canal,/,121
"Visentini, Antonio",/,sponsored,overdoors illustrating Palladian architecture,/,122
"Vivant-Denon, Dominique",/,refer_to,"Non, Dominique De",/,125
"Vouet, Simon",/,created,"portrait of Isabella, Duchess of Bracciano",/,131
"Walpole, Horace",/,sponsored,Anecdotes,/,137
"Webster, John",/,sponsored,The White Devil,/,144
"Werff, Adrian van der",/,created,"work for Johann Wilhelm, Elector Palatine",/,147
"work for Johann Wilhelm, Elector Palatine",/,intended_for,"Johann Wilhelm, Elector Palatine",/,147
Widmann country house,/,located_in,Bagnoli di Sopra,/,149
Widmann family,/,located_in,Venice,/,150
Widmann palace,/,located_in,Venice,/,151
"Wynne, Giustiniana",/,is,Mme Rosenberg,/,162
"Wynne, Giustiniana",/,is,Mme Rosenberg,/,163
"Wynne, Giustiniana",/,sponsored,account of Querini's villa at Alticchiero,/,163
"Young, Edward",/,sponsored,Night Thoughts,/,166
Zambelli family,/,located_in,Venice,/,170
"Zanchi, Antonio",/,sponsored,Moses striking the Rock,/,173
"work in S. Maria Maggiore, Bergamo",/,located_in,"S. Maria Maggiore, Bergamo",/,174
"Zanchi, Antonio",/,created,"work in S. Maria Maggiore, Bergamo",/,174
"work in S. Maria Maggiore, Bergamo",/,located_in,"S. Maria Maggiore, Bergamo",/,175
"Zanchi, Antonio",/,created,"work in S. Maria Maggiore, Bergamo",/,175
"Zanchi, Antonio",/,sponsored,payment,/,175
"Zanetti, A. M., the Elder",/,collaborated_on,Crozat,/,177
"Zanetti, A. M., the Elder",/,collaborated_on,Joseph Smith,/,178
"Zanetti, A. M., the Elder",/,collaborated_on,Marshal Schulenburg,/,179
"Zanetti, A. M., the Elder",/,collaborated_on,Regent de France,/,180
"Zanetti, A. M., the Elder",/,collaborated_on,Sebastiano,/,181
"Zanetti, A. M., the Elder",/,collaborated_on,Marco Ricci,/,181
"Zanetti, A. M., the Elder",/,sponsored,as intermediary between Venice and rest of Europe,/,182
"Zanetti, A. M., the Elder",/,sponsored,Dactyliotheca Ant. M. Zanetti,/,183
"Zanetti, A. M., the Elder",/,sponsored,Delle Antiche Statue Greche e Romane,/,184
"Zanetti, A. M., the Elder",/,sponsored,employment of Gaetano Zompini,/,185
"Zanetti, A. M., the Elder",/,sponsored,medals,/,186
"Zanetti, A. M., the Elder",/,sponsored,gems,/,186
"Zanetti, A. M., the Elder",/,created,paintings,/,187
"Zanetti, A. M., the Elder",/,created,caricatures,/,187
"Zanetti, A. M., the Elder",/,created,print collection,/,188
"Zanetti, A. M., the Elder",/,sponsored,purchase of Lord Arundel's Parmigianino drawings,/,189
"Zanetti, A. M., the Elder",/,sponsored,rediscovery of process for making colour woodcuts,/,190
"Zanetti, A. M., the Elder",/,sponsored,woodcuts from Parmigianino drawings,/,191
"Zanetti, A. M., the Younger",/,sponsored,Della Pittura Veneziana,/,193
"Zanetti, A. M., the Younger",/,sponsored,on engraving,/,194
"Zanetti, A. M., the Younger",/,sponsored,on social value of painting,/,195
"Zanetti, A. M., the Younger",/,sponsored,revision of Boschini's Ricche Miniere,/,196
"Zanetti, A. M., the Younger",/,sponsored,Varie Pitture a Fresco,/,197
"Zanetti, Girolamo",/,sponsored,Elogio di Rosalba Carriera,/,200
"Zatta, Antonio",/,sponsored,editions of Dante,/,204
"Zatta, Antonio",/,sponsored,editions of Petrarch,/,204
"Zatta, Antonio",/,sponsored,editions of Ariosto,/,204
"Zatta, Antonio",/,sponsored,editions of Tasso,/,204
"Zatta, Antonio",/,sponsored,editions of Metastasio,/,204
"Zatta, Antonio",/,sponsored,editions of Goldoni,/,204
"Zatta, Antonio",/,sponsored,support of Jesuits,/,205
Zenobio family,/,located_in,Venice,/,208
Zenobio palace,/,located_in,Venice,/,209
"Zocchi, Giuseppe",/,sponsored,double portrait of A. M. Zanetti the Elder,/,211
"Zocchi, Giuseppe",/,sponsored,double portrait of the Marchese Gerini,/,211
"Zompini, Gaetano",/,created,engravings of A. M. Zanetti's Castiglione drawings,/,213
"Zompini, Gaetano",/,sponsored,Le Arti che vanno per via nella Città di Venezia,/,214
"Zompini, Gaetano",/,created,work for A. M. Zanetti the Elder,/,215
work for A. M. Zanetti the Elder,/,intended_for,A. M. Zanetti the Elder,/,215
"Zuccarelli, Francesco",/,sponsored,admiration of by followers of Rousseau,/,218
"Zuccarelli, Francesco",/,sponsored,Hunt of Meleager,/,219
"Zuccarelli, Francesco",/,sponsored,Hunt of Atalanta,/,219
"Zuccarelli, Francesco",/,sponsored,6 Landscapes representing the story of Rebecca with Jacob,/,220
"Zuccarelli, Francesco",/,sponsored,6 Landscapes representing the story of Rebecca with Esau,/,220
"Zuccarelli, Francesco",/,sponsored,overdoors illustrating Palladian architecture,/,221
work in England,/,located_in,England,/,222
"Zuccarelli, Francesco",/,created,work in England,/,222
